_id,activity,deviceID,emotion,latitude,longitude,eTimeStamp
-Lo6-ZmadXrmbuad0Y6P,leer,13,alegre,5.5330424,-73.3637059,1567780661
-Lo61P47sKa1OhlQeiuc,ejercitar,13,feliz,5.5330433,-73.3636726,1567781141
-Lo62CGxmofnSwTv90Oe,estudiar,13,feliz,5.5330433,-73.3636726,1567781351
-Lo62SeEpXRR8fTetvMK,estudiar,13,divertido,5.5330433,-73.3636726,1567781418
-Lo67UrRsskx7fTPzILp,casa,13,deprimido,5.5330433,-73.3636726,1567782738
-Lo67o0aP3cK07bzEoii,estudiar,13,feliz,5.5330433,-73.3636726,1567782821
-Lo7Wf45aahDLphI9hhY,estudiar,13,en pánico,5.5493933,-73.3453795,1567806115
-LoGrC6Li1afEZrOieYz,casa,13,feliz,5.5525198,-73.349237,1567962747
-LoH0tdg30z_xxcgYKfN,alimentar,13,satisfecho,5.3183811,-73.3948348,1567965558
-LoH2gbhNjHYrCrLcfAc,ejercitar,13,feliz,5.318447,-73.3947975,1567966029
-LoHrfP10Bm9Jzf3xHRe,caminar,13,alegre,5.317909,-73.3963679,1567979655
-LoIULPJr6v27L-rhGPh,leer,13,cansado,5.5345634,-73.3531942,1567990056
-LoJ7lzvUy_wXnORUSST,leer,13,cansado,5.5345634,-73.3531942,1568000916
-LoJIJqBaRN5HNvoNA6R,pelicula,13,cansado,5.5345634,-73.3531942,1568003680
-LoKn4yjktaMTARtJsaW,alimentar,13,satisfecho,5.534592,-73.3532003,1568028785
-LoKsj0-LeMsTjpkCW_f,caminar,13,cansado,5.5325224,-73.3640539,1568030264
-LoLL1h4NcluAqRKSH5R,estudiar,13,cansado,5.5326806,-73.3636858,1568037946
-LoMJw4YdRXz2QoT57Ck,alimentar,13,satisfecho,5.5314905,-73.3611065,1568054427
-LoMPYdTGJezURKkuqar,caminar,13,cansado,5.535995,-73.3530009,1568055908
-LoMpvdl2HprTjNijdeW,leer,13,neutral,5.5345737,-73.3532207,1568063084
-LoNMQmKIkFkZQNEBvYm,leer,13,cansado,5.5345737,-73.3532207,1568071866
-LoNndGWKJ_IQNgx2stA,pelicula,13,calmado,5.5345743,-73.3532137,1568079261
-LoOQuZdP37SUN7bLJSB,estudiar,13,cansado,5.5345688,-73.3532307,1568089817
-LoQ1hNtkRwkkpq7Zch_,caminar,13,feliz,5.5318803,-73.3636855,1568116764
-LoQUyeHWLEXHMRSESLV,amigos,13,feliz,5.532727,-73.3636375,1568124437
-LoQiW56tAwFLUugvUwo,estudiar,13,neutral,5.5326691,-73.3636778,1568128248
-LoRe_oAu0x1V3ROrJvQ,alimentar,13,satisfecho,5.5345219,-73.3531554,1568143997
-LoS6C_wT8TBElw5L4iX,leer,13,cansado,5.5345219,-73.3531554,1568151500
-LoSvhWYZgzDZLKB43fE,leer,13,cansado,5.534581,-73.3532104,1568165261
-LoT4oSRFKkaYnOzLbQL,alimentar,13,satisfecho,5.534581,-73.3532104,1568167912
-LoT52lFNQopvH1D_ikI,alimentar,13,satisfecho,5.534581,-73.3532104,1568167975
-LoTTyZ4XfbgmdgrYPSP,estudiar,13,cansado,5.534581,-73.3532104,1568174507
-LoVBniXwE8h5syZHju0,caminar,13,alegre,5.5325224,-73.3640539,1568203298
-LoVmUxCyv3Gz7uobEiv,amigos,13,calmado,5.5326437,-73.3637147,1568213179
-LoWbWUQAUEkWjuXA2KT,alimentar,13,satisfecho,5.5329134,-73.3636996,1568227079
-LoXG9QeZs-DjF9bs2A6,estudiar,13,estresado,5.5327915,-73.363634,1568237994
-LoXysdq0Ruz09rupK4T,caminar,13,aburrido,5.534563,-73.3532993,1568249980
-LoYnU50psZSN8i-GohZ,pelicula,13,calmado,5.5345869,-73.353265,1568263769
-Lo_LqkY02yqn_edYQPM,estudiar,13,estresado,5.5328995,-73.3637038,1568289818
-LoaCC2n9S3zvkzDNs5B,estudiar,13,neutral,5.5332067,-73.3639976,1568304065
-LoagosMSui3Boj1PFlL,caminar,13,cansado,5.535995,-73.3530009,1568312355
-Loagra5AAlEmTblhGAP,alimentar,13,satisfecho,5.535995,-73.3530009,1568312366
-LoayXu3bvbUgrS-A6ME,pelicula,13,calmado,5.5345657,-73.353237,1568317000
-LobZEHbhOTbDnVggHxT,casa,13,calmado,5.5345973,-73.3532149,1568326881
-LocMBZG9bEtPOEYedDW,ejercitar,13,cansado,5.5345731,-73.3532648,1568340240
-LociH0dBlXTJACXQAQ3,estudiar,13,cansado,5.5345731,-73.3532648,1568346291
-Lof9VMQ3UyAPEX5i1ZW,estudiar,13,estresado,5.5329307,-73.3636205,1568387244
-LofNQ7pnsrpoZGM4r3d,estudiar,13,asustado,5.5331435,-73.3639264,1568390893
-Log2bAG1IgJGzbrraXV,alimentar,13,satisfecho,5.5325224,-73.3640539,1568402214
-Log3LqZ5XU9gmCWitxP,amigos,13,feliz,5.5325224,-73.3640539,1568402410
-LogBF-Hoqol43n6Gzve,amigos,13,feliz,5.5329728,-73.3636783,1568404479
-LohXCN7xMasAB4MBo3V,limpiar,13,cansado,5.3163672,-73.3940121,1568427005
-Lohh6eS8jhKQf98Jky4,alimentar,13,alegre,5.3163672,-73.3940121,1568429865
-LohuVebh_V8c-5Arg1a,cita,13,feliz,5.3163672,-73.3940121,1568433375
-LohucvmKKx95c2E111l,casa,13,feliz,5.3163672,-73.3940121,1568433409
-Lok4SEVohqumZFgDriB,casa,13,calmado,5.3163672,-73.3940121,1568469799
-LokKjl7CoD2OtejV1-v,alimentar,13,satisfecho,5.3163672,-73.3940121,1568474070
-LokP5kG8TVVoO52bvHe,casa,13,enojado,5.3163672,-73.3940121,1568475212
-LokbSG1qAmlBBIR9RMa,casa,13,alegre,5.3163672,-73.3940121,1568478712
-LokwIVv8pum0uZvRl-l,casa,13,enojado,5.3163672,-73.3940121,1568484177
-Lol5oaw7YHRKez9YbVA,alimentar,13,satisfecho,5.3163672,-73.3940121,1568486934
-LolBEqp0E9_4GGva2Tj,pelicula,13,alegre,5.3163672,-73.3940121,1568488357
-LolerUll48eePmGzSl7,limpiar,13,calmado,5.3163672,-73.3940121,1568496383
-LolvTWmEsiSXt4GZjR1,pelicula,13,alegre,5.3177047,-73.396897,1568500746
-LomDTiE0ZIUDg1e-CLc,cita,13,enojado,5.3175894,-73.3969216,1568505727
-LomDVvtPWziVw4igJy2,casa,13,enojado,5.3175894,-73.3969216,1568505736
-LomIiPSwkfyBtBvv7ta,alimentar,13,feliz,5.3177796,-73.3969689,1568507102
-LomIjF61KauhfkJ4CEJ,cita,13,feliz,5.3177796,-73.3969689,1568507105
-LomSQVfIuhU1oy3JcxJ,pelicula,13,feliz,5.3178191,-73.3966914,1568509646
-LophYHtBZPaqI6ECnI9,casa,13,asustado,5.3186004,-73.3961822,1568564196
-LoqENJeiQhpUJumsewW,limpiar,13,neutral,5.3233631,-73.3942279,1568573064
-LoqER8MP8qRD5yNJF2S,asearse,13,relajado,5.3233631,-73.3942279,1568573080
-LoqHi4dDS9fJVVDi9yc,casa,13,deprimido,5.3233631,-73.3942279,1568573940
-LoqMPgIaQHZfIGzGZ0X,alimentar,13,satisfecho,5.3233631,-73.3942279,1568575171
-LoqhrJLo66nEZ0ZpUNQ,viajar,13,triste,5.3178055,-73.3965894,1568581055
-LorkHkv-sDTaTjRKmhd,casa,13,alegre,5.5345655,-73.3532511,1568598476
-LorkIgN7b3wA3LMUbQV,pelicula,13,alegre,5.5345655,-73.3532511,1568598480
-Loruox_bkGBRWV4rHey,estudiar,13,neutral,5.5345765,-73.3532373,1568601238
-Lorv35s0XoHwzvxl21a,alimentar,13,neutral,5.5345738,-73.3532317,1568601300
-LothuLmiolapIWWNkZB,dormir,13,calmado,5.5345484,-73.3533826,1568631407
-LotpJUBtpPefjvY68T7,asearse,13,feliz,5.5345844,-73.3532163,1568633349
-LotpLK2zH1Jp5g_Ppqu,alimentar,13,satisfecho,5.5345844,-73.3532163,1568633356
-LotvJsZL3AEXx59PV_s,caminar,13,cansado,5.5325224,-73.3640539,1568634923
-LotvOgyf6eygQbwFf0C,estudiar,13,alegre,5.5325224,-73.3640539,1568634943
-LouOCp2Uw1X3FJvF3sc,amigos,13,divertido,5.5326523,-73.3636953,1568642759
-LouOFdHvrygQ9rRlpU8,alimentar,13,contento,5.5326523,-73.3636953,1568642771
-LouSqTHu2b_rLIcr5me,estudiar,13,neutral,5.532668,-73.3636976,1568643974
-Loug6KT8LOId-V_dj3-,estudiar,13,calmado,5.5326634,-73.3637051,1568647713
-LouorQDrpPjQ96Kw9g4,estudiar,13,estresado,5.5327428,-73.3636171,1568650007
-LovdI41-xisv_is4RU6,caminar,13,neutral,5.5506488,-73.3463689,1568663744
-Low61ClXEEcfu028tsX,estudiar,13,cansado,5.5528053,-73.3494527,1568671547
-Low62u8OfDQDNqdJt3M,amigos,13,feliz,5.5528053,-73.3494527,1568671554
-LowIpWCUUanME4tYV8g,alimentar,13,satisfecho,5.5527913,-73.3494421,1568674903
-LowIu4ZrEZMBRxrk5k_,amigos,13,contento,5.5527913,-73.3494421,1568674922
-LowNR4xdZXcZZaiBRWl,estudiar,13,aburrido,5.5527913,-73.3494421,1568676110
-LowdAHrsonofeVGnC1g,estudiar,13,estresado,5.5527913,-73.3494421,1568680497
-Lox0ef9111gS2NODl6M,casa,13,contento,5.5345978,-73.3531784,1568686917
-Lox0fVcTDItC6HUu17a,pelicula,13,contento,5.5345978,-73.3531784,1568686921
-Loym-ep-nr9ZNnsE7YS,dormir,13,relajado,5.5345694,-73.353241,1568716367
-Loys-3QAnNvIBbOAMRX,casa,13,alegre,5.5345694,-73.353241,1568717938
-Loz06vx8Z02BO4hXWsW,alimentar,13,satisfecho,5.5345694,-73.353241,1568720329
-Loz61hr2VlwAtU_D5Qt,caminar,13,cansado,5.5325224,-73.3640539,1568721880
-LozRhHpAespPkHJfWHB,estudiar,13,aburrido,5.5327855,-73.3636232,1568727560
-Lozi6pPxI-MmYyPnshn,amigos,13,divertido,5.5326753,-73.3636674,1568732126
-Lozi7wKaqmU_VQPrUPk,estudiar,13,calmado,5.5326753,-73.3636674,1568732130
-LozpNgcsj87IoDC_CkN,estudiar,13,asustado,5.5326674,-73.3636759,1568734030
-Lp-Smu7DrIuvr_VK8-R,estudiar,13,deprimido,5.5311536,-73.3603696,1568744622
-Lp-w3Bfv-UfyxmjYuOQ,alimentar,13,satisfecho,5.5314905,-73.3611065,1568752550
-Lp-w4MkrFUg5aMF05Ee,caminar,13,contento,5.5314905,-73.3611065,1568752555
-Lp0-y-v_8QHB-83Y6MM,caminar,13,cansado,5.5356792,-73.3530009,1568753844
-Lp00-5zoAkTaLhDHFBG,casa,13,feliz,5.5356792,-73.3530009,1568753851
-Lp0FEbTIZKB_78Nnk_O,pelicula,13,aburrido,5.534596,-73.3531729,1568757847
-Lp0OvJNAAFA10U0zESn,estudiar,13,aburrido,5.534596,-73.3531729,1568760385
-Lp0h8XS8-Ei5VEbCYpq,leer,13,cansado,5.534596,-73.3531729,1568765417
-Lp0sgp6dumiGawbVk-T,alimentar,13,satisfecho,5.5345658,-73.3532309,1568768453
-Lp15dYLKvsLwL0sybTH,leer,13,cansado,5.5345658,-73.3532309,1568772109
-Lp15fDgk3cPvaaXZmYN,casa,13,alegre,5.5345658,-73.3532309,1568772116
-Lp2veRgQAqLfJVWOyPz,dormir,13,relajado,5.5345988,-73.3531484,1568802784
-Lp3-w1wrMnjaEuKnhfH,casa,13,calmado,5.5345988,-73.3531484,1568804166
-Lp39bBcgYALGXIZChTs,alimentar,13,satisfecho,5.5345988,-73.3531484,1568806703
-Lp39c-EuwpxInXdoAIR,casa,13,feliz,5.5345988,-73.3531484,1568806706
-Lp3EyEaJNGRyjGlPAmS,caminar,13,cansado,5.5328177,-73.3637435,1568808108
-Lp3ftMyGxzgoF3tlTtD,amigos,13,feliz,5.5329286,-73.363547,1568815428
-Lp3ftn89SJZKwYGXVMa,amigos,13,divertido,5.5329286,-73.363547,1568815430
-Lp3fuaodBiRT8fkWJby,casa,13,contento,5.5329286,-73.363547,1568815433
-Lp3fvHyDgcuOwMI3lZn,estudiar,13,calmado,5.5329286,-73.363547,1568815436
-Lp3fvz_d4XRFXuF3AHT,alimentar,13,satisfecho,5.5329286,-73.363547,1568815439
-Lp3fwr9R1grEzo70A8z,leer,13,relajado,5.5329286,-73.363547,1568815442
-Lp3fz23I30C5Gxtxldk,estudiar,13,alegre,5.5329274,-73.363587,1568815451
-Lp3jyVR9VjwRXbz7vXb,estudiar,13,asustado,5.5326684,-73.3636757,1568816498
-Lp3wHNPFux9HM8DRSxY,estudiar,13,asustado,5.5326771,-73.3636842,1568819724
-Lp3wJ5Dya0HUE2YnLRd,amigos,13,feliz,5.5326771,-73.3636842,1568819732
-Lp48QBvUcdzD4DOQ-DW,estudiar,13,aburrido,5.5326701,-73.3636774,1568823169
-Lp48RdZklB6m1jkQRko,alimentar,13,satisfecho,5.5326701,-73.3636774,1568823175
-Lp4HfhToWCNIy9TnhP0,estudiar,13,aburrido,5.5326701,-73.3636774,1568825596
-Lp4HhrEJ5H6TFIWio_n,esperar,13,cansado,5.5326701,-73.3636774,1568825605
-Lp4Wcusk3CZry1QzAQt,estudiar,13,aburrido,5.5326737,-73.3636669,1568829517
-Lp4aXarOoInB8OPK9CQ,amigos,13,aburrido,5.532545,-73.3615312,1568830801
-Lp4fdeWshLoNmYCyzqp,alimentar,13,satisfecho,5.532545,-73.3615312,1568832141
-Lp4g4SSwQ_JWGmPKHSN,amigos,13,divertido,5.532545,-73.3615312,1568832255
-Lp4gBT_wJh-GwtsKYEI,caminar,13,calmado,5.532545,-73.3615312,1568832284
-Lp4kOjw9PJ_MnmuO1So,caminar,13,calmado,5.532545,-73.3615312,1568833387
-Lp4kZ6LCdZNxZIG-SWo,amigos,13,aburrido,5.532545,-73.3615312,1568833429
-Lp4oMuS_X33VEkIgOYg,amigos,13,divertido,5.5327624,-73.363653,1568834427
-Lp4oO9H9MOJg9lxTaC2,estudiar,13,aburrido,5.5327624,-73.363653,1568834432
-Lp4oPGmgFbDEPTjkQsm,cita,13,deprimido,5.5327624,-73.363653,1568834437
-Lp4oTdYh79Ym2m4Opi2,viajar,13,asustado,5.5327624,-73.363653,1568834455
-Lp598FCF64fZy5mPZQA,amigos,13,divertido,5.5327667,-73.3636372,1568840134
-Lp598tILUtHNunHNH7z,leer,13,divertido,5.5327667,-73.3636372,1568840130
-Lp59CFi1YlYV7AA7UhO,leer,13,asustado,5.5327667,-73.3636372,1568840151
-Lp5TjrzBaQBvwLXod1E,estudiar,13,estresado,5.5327701,-73.3637607,1568845535
-Lp5TwL6SepGg1R7xV4u,amigos,13,triste,5.5327701,-73.3637607,1568845587
-Lp5TzkmXA0xk2ITFxmV,caminar,13,estresado,5.5327701,-73.3637607,1568845601
-Lp5e8sTRbLby-mB0EBn,caminar,13,cansado,5.5345627,-73.3532483,1568848526
-Lp5eAPzJe4M6iCbCa0_,casa,13,feliz,5.5345627,-73.3532483,1568848532
-Lp5eCzMea8-5_PXxPRS,estudiar,13,estresado,5.5345627,-73.3532483,1568848543
-Lp5xfiAAcy2A7DqS-un,casa,13,estresado,5.5345739,-73.3532627,1568853645
-Lp65-_SLuK90FQZmSMm,alimentar,13,satisfecho,5.5345739,-73.3532627,1568855828
-Lp650kebpcdprWDOQYG,casa,13,contento,5.5345739,-73.3532627,1568855832
-Lp652x4POqY9aqMIMnc,pelicula,13,calmado,5.5345739,-73.3532627,1568855841
-Lp657phy6EIaTLKPJlD,estudiar,13,aburrido,5.5345739,-73.3532627,1568855861
-Lp824FPiwVuJ7fJVENd,dormir,13,calmado,5.5345749,-73.3532146,1568888615
-Lp826J78cAD1XbRFNXx,casa,13,alegre,5.5345749,-73.3532146,1568888623
-Lp828_UYudnA2tX79yY,estudiar,13,triste,5.5345749,-73.3532146,1568888633
-Lp88aYwqmCiA9ylVzaw,limpiar,13,neutral,5.5345749,-73.3532146,1568890324
-Lp8J-CwNitTnQu4pCEf,casa,13,feliz,5.5346048,-73.3531543,1568893051
-Lp8J-mcosPs6XNySPB2,trabajar,13,feliz,5.5346048,-73.3531543,1568893045
-Lp8J0zdPdGTprHHpuLw,asearse,13,alegre,5.5346048,-73.3531543,1568893058
-Lp8J2_8yA4ybg8zvTl9,alimentar,13,satisfecho,5.5346048,-73.3531543,1568893064
-Lp8ODnTz4OOKQM5av70,caminar,13,cansado,5.532497,-73.3620968,1568894421
-Lp8OF_oC7LV_zMMB-oE,estudiar,13,asustado,5.532497,-73.3620968,1568894428
-Lp8OGvxSbgroISPwqUY,amigos,13,feliz,5.532497,-73.3620968,1568894434
-Lp8hyJ1SuLAGy9Z1Pnf,estudiar,13,asustado,5.5332204,-73.3639985,1568899858
-Lp8hzA5xIQK9inf99gM,amigos,13,contento,5.5332204,-73.3639985,1568899862
-Lp8qJCjpHZq8FO_9d3S,estudiar,13,asustado,5.5332102,-73.3639999,1568902046
-Lp9Do_AwEogfglOSZyP,estudiar,13,asustado,5.533253,-73.3640115,1568908470
-Lp9DpAdmZe9nt5ZphlM,amigos,13,divertido,5.533253,-73.3640115,1568908472
-Lp9Drs8OZIx7OdiKdSG,esperar,13,aburrido,5.533253,-73.3640115,1568908483
-Lp9E8vxqTzTm9MrV_SE,estudiar,13,estresado,5.533253,-73.3640115,1568908557
-Lp9GNwntf6Gx5kAMmh1,amigos,13,contento,5.533253,-73.3640115,1568909143
-Lp9KEq5J3B4XPmmWH4D,alimentar,13,satisfecho,5.5329671,-73.3636767,1568910153
-Lp9b2oycsUWHYen9d5H,estudiar,13,estresado,5.5329293,-73.3635838,1568914823
-Lp9b57BZslQM2swMw6p,amigos,13,aburrido,5.5329293,-73.3635838,1568914833
-Lp9hZdsFgZiSr0lJfFY,amigos,13,triste,5.5311536,-73.3603696,1568916531
-Lp9hadi3J_1aXu4Oipm,estudiar,13,cansado,5.5311536,-73.3603696,1568916539
-Lp9o8Zv7wZnFMX0xaR4,alimentar,13,satisfecho,5.5314905,-73.3611065,1568918255
-Lp9oANX408DWIrIy0wZ,amigos,13,divertido,5.5308695,-73.3614749,1568918262
-Lp9oD416NAL4Ie1Z3iW,estudiar,13,aburrido,5.5308695,-73.3614749,1568918273
-Lp9uSWjNTOXY01ZXUfY,caminar,13,calmado,5.5329508,-73.3636501,1568919910
-Lp9uTOe2ViYdOiSrO9P,amigos,13,alegre,5.5329508,-73.3636501,1568919913
-Lp9uUK9Ne7SvRSj0Fly,estudiar,13,aburrido,5.5329508,-73.3636501,1568919917
-LpA07MVBAt5zA4QkHXB,estudiar,13,estresado,5.5327745,-73.3636195,1568921658
-LpAYmNBAy59T_rYzhup,amigos,13,divertido,5.5327799,-73.3636503,1568930743
-LpAYnviQ5TejGpuKiQ4,estudiar,13,estresado,5.5327799,-73.3636503,1568930749
-LpAYpOAjLLtk6GwPRsD,alimentar,13,satisfecho,5.5327799,-73.3636503,1568930755
-LpAkxVwi6MXd3uxYiPv,estudiar,13,estresado,5.5327864,-73.3636286,1568934196
-LpAkyGbBYI6mTPW8AJy,amigos,13,divertido,5.5327864,-73.3636286,1568934199
-LpAsvktQ1NAjAZ6WlHK,estudiar,13,estresado,5.532768,-73.363617,1568936286
-LpAsx23OP8NHKnPW7q4,estudiar,13,cansado,5.532768,-73.363617,1568936291
-LpBHoh8CXxQj-_gQ64C,estudiar,13,estresado,5.53278,-73.363632,1568943073
-LpBHqAaisjVddh_PkHr,estudiar,13,cansado,5.53278,-73.363632,1568943079
-LpBHr5yZY34ohzLe0-I,amigos,13,divertido,5.53278,-73.363632,1568943082
-LpBMSwRKuS1IbtYBX4g,esperar,13,asustado,5.5315653,-73.3612062,1568944290
-LpBMUqUb77xkRj4izKt,esperar,13,aburrido,5.5315653,-73.3612062,1568944298
-LpBXmjtoKOiPzMelHez,casa,13,feliz,5.5345777,-73.3532709,1568947259
-LpBXny6wHDP2zjRSazF,alimentar,13,satisfecho,5.5345777,-73.3532709,1568947264
-LpBXqB0HVaE-Q-9GhzP,estudiar,13,estresado,5.5345777,-73.3532709,1568947273
-LpBXtptFELFhofUZZAP,estudiar,13,cansado,5.5345777,-73.3532709,1568947288
-LpBpmxyy7q6Jkacx0e-,estudiar,13,cansado,5.5345777,-73.3532709,1568952241
-LpBppKKiGOGxhuN2k2A,leer,13,estresado,5.5345777,-73.3532709,1568952251
-LpBpqWH0kYq8JQa83K4,pelicula,13,neutral,5.5345777,-73.3532709,1568952256
-LpBpsYVOfaet3-PdNp9,casa,13,feliz,5.5345777,-73.3532709,1568952264
-LpBpu69HW9agcu_hYLK,dormir,13,relajado,5.5345777,-73.3532709,1568952271
-LpDBmObLJugxn1tkzCw,casa,13,alegre,5.5345793,-73.353207,1568975045
-LpDBoDoUZ9n04J5EX_Q,dormir,13,relajado,5.5345793,-73.353207,1568975052
-LpDBpsXTMcZrvubTLwp,limpiar,13,neutral,5.5345793,-73.353207,1568975059
-LpDIow8g-n3FYRxkf53,limpiar,13,contento,5.5345793,-73.353207,1568976890
-LpDSXIq3w53WDUdBf_m,asearse,13,alegre,5.5345793,-73.353207,1568979436
-LpDSYL4uSjqk5wQHL8s,casa,13,contento,5.5345793,-73.353207,1568979440
-LpDSZGosEQCo8TPF0j5,viajar,13,alegre,5.5345793,-73.353207,1568979444
-LpDS__KNx6v9Jf19sEI,alimentar,13,satisfecho,5.5345793,-73.353207,1568979449
-LpDcSJHB2Rv1p-ZHkc9,caminar,13,calmado,5.5329321,-73.3635762,1568982299
-LpDcWRF9tYrPfdbo4J-,estudiar,13,asustado,5.5329321,-73.3635762,1568982315
-LpDcYG91AVvG8rnf2q4,amigos,13,avergonzado,5.5329321,-73.3635762,1568982323
-LpDcZz0jp7cFHN30UGs,estudiar,13,estresado,5.5329321,-73.3635762,1568982330
-LpDq9vyR6TKY6HDn0LD,amigos,13,divertido,5.5329291,-73.3636003,1568985893
-LpDqBX4Zshir6jMPVHj,estudiar,13,asustado,5.5329291,-73.3636003,1568985900
-LpDqDGZnFWYqrE4wG39,estudiar,13,en pánico,5.5329291,-73.3636003,1568985907
-LpDqEENiL1dURxZeUoa,estudiar,13,estresado,5.5329291,-73.3636003,1568985911
-LpDxDIo1vYhKIKt_dSy,estudiar,13,calmado,5.5326968,-73.3636647,1568987742
-LpDxEG1YjjKwQ6rywY-,estudiar,13,contento,5.5326968,-73.3636647,1568987746
-LpDxFMlJGiEG68Ums1n,amigos,13,divertido,5.5326968,-73.3636647,1568987751
-LpEDmYREn_6gUyhzBVS,estudiar,13,calmado,5.5330626,-73.3636709,1568992348
-LpEDpvf7B8UxtpOcJrG,esperar,13,triste,5.5330626,-73.3636709,1568992362
-LpEDrgNIb96V-nJZy-f,estudiar,13,asustado,5.5330626,-73.3636709,1568992369
-LpEGvOL0w3XEoC1QxAv,amigos,13,divertido,5.5328693,-73.3637089,1568993170
-LpEGyAjln2dQTpc7jmV,estudiar,13,asustado,5.5328693,-73.3637089,1568993181
-LpEPjh3_aIwhEA1ni65,estudiar,13,asustado,5.5331509,-73.3639123,1568995481
-LpEPl80oPAZWCT3Q8Zu,estudiar,13,estresado,5.5331509,-73.3639123,1568995487
-LpEpIpZOVVGf8wxf9N1,estudiar,13,estresado,5.5334122,-73.3635781,1569002445
-LpEpJzzFCt-WbWrgRL5,estudiar,13,triste,5.5334122,-73.3635781,1569002450
-LpExf2cICaOxJvsqL0c,estudiar,13,enojado,5.536817,-73.3596328,1569004630
-LpExh4h4ZbhpqGjrgdF,caminar,13,cansado,5.536817,-73.3596328,1569004638
-LpExhyirebLvMWHZ3x3,amigos,13,contento,5.536817,-73.3596328,1569004642
-LpExivd62_bkpQ8Iiuw,viajar,13,feliz,5.536817,-73.3596328,1569004646
-LpExl5SNu0IEGCrFPwi,casa,13,feliz,5.536817,-73.3596328,1569004655
-LpExnRW4gjWI1srktqd,esperar,13,aburrido,5.536817,-73.3596328,1569004664
-LpExp7_c-ITp-HykHPZ,estudiar,13,deprimido,5.536817,-73.3596328,1569004671
-LpF7KlsGEi5G5qphRIi,caminar,13,cansado,5.5418703,-73.3596328,1569007426
-LpF7MxfQ1_MD7-CGBMS,alimentar,13,satisfecho,5.5418703,-73.3596328,1569007435
-LpF7OQ44Bt2HgqsOPff,cuidarse,13,aburrido,5.5418703,-73.3596328,1569007441
-LpF7Py0O58L3_BWqorf,esperar,13,cansado,5.5418703,-73.3596328,1569007447
-LpJxHE5zyqRMYZzz0-B,limpiar,13,cansado,5.32338,-73.3942207,1569088414
-LpJxIfda6CnJ_AYn__Y,casa,13,feliz,5.32338,-73.3942207,1569088420
-LpJxK3L8KyjuSNmmkxG,alimentar,13,satisfecho,5.32338,-73.3942207,1569088426
-LpJxLz-9jXPpcPmeo6W,pelicula,13,calmado,5.32338,-73.3942207,1569088434
-LpJyu8f3N7EynU0UFXx,asearse,13,relajado,5.32338,-73.3942207,1569088840
-LpJywHjfPaNrexQum2G,festejar,13,feliz,5.32338,-73.3942207,1569088849
-LpK3fXLe9_auDI_89Jd,comprar,13,satisfecho,5.32338,-73.3942207,1569090353
-LpK3gG_YSI4efU59bXw,alimentar,13,satisfecho,5.32338,-73.3942207,1569090356
-LpKSUtgynuRwE_T2SdQ,leer,13,contento,5.32338,-73.3942207,1569096859
-LpKSX6ZRdg0dCsT-IXW,esperar,13,aburrido,5.32338,-73.3942207,1569096868
-LpKSZ9L18SXeATEKnS7,estudiar,13,contento,5.32338,-73.3942207,1569096876
-LpKWOuGVUJFiD-y-ME2,amigos,13,alegre,5.32338,-73.3942207,1569097883
-LpKWPbL3KM4HLWWb2Yw,casa,13,contento,5.32338,-73.3942207,1569097886
-LpKWQnZH5AH-GOsqNQ8,caminar,13,alegre,5.32338,-73.3942207,1569097891
-LpKWS9j7DDu4QyP9j8l,alimentar,13,satisfecho,5.32338,-73.3942207,1569097896
-LpKYiE4QNhAbcG1CC91,pelicula,13,contento,5.32338,-73.3942207,1569098490
-LpKYkAXB--VNGXkIlvC,cita,13,asustado,5.32338,-73.3942207,1569098498
-LpKYnQVIMR5r-ngK7e6,casa,13,enojado,5.32338,-73.3942207,1569098512
-LpKbkyJTSVjBUWb46jy,casa,13,enojado,5.3178088,-73.396644,1569099550
-LpKblizLyDi8lEdOeGn,cita,13,enojado,5.3178088,-73.396644,1569099553
-LpKl7lO0EK1Lg5ReqN4,casa,13,divertido,5.317734,-73.3965344,1569102007
-LpKl8PT42HpPwqSLDyO,amigos,13,divertido,5.317734,-73.3965344,1569102010
-LpKl96Mm73eD2CtACBc,jugar,13,divertido,5.317734,-73.3965344,1569102012
-LpKuBYza-QdLxkJGu_J,esperar,13,cansado,5.3178023,-73.3962502,1569104382
-LpKuCzCsk9L0NtDfhWn,pelicula,13,neutral,5.3178023,-73.3962502,1569104388
-LpKuFDTWnSLQR87otK9,cita,13,triste,5.3178023,-73.3962502,1569104397
-LpL924Abk5M7RxeJcT3,cita,13,divertido,5.3177407,-73.3966296,1569108537
-LpL92u35m0TcIICmtjN,amigos,13,divertido,5.3177407,-73.3966296,1569108541
-LpL94Iph7e248sV10gb,casa,13,divertido,5.3177407,-73.3966296,1569108546
-LpLGK-tFed-W_f89eMx,cita,13,divertido,5.3192946,-73.3927889,1569110446
-LpLGKxNXB8_rBHptweA,alimentar,13,satisfecho,5.3192946,-73.3927889,1569110450
-LpLJzCwZiieaIKUxRqp,cita,13,divertido,5.3155698,-73.3946308,1569111405
-LpLJzxMDVtDUBRPp6N8,amigos,13,divertido,5.3155698,-73.3946308,1569111408
-LpLK-k-1dcJvZOkSwQH,limpiar,13,divertido,5.3155698,-73.3946308,1569111411
-LpLajGjwGLFdbST8pWk,limpiar,13,cansado,5.3234257,-73.3942624,1569116066
-LpLakVnC8pjlBNa6Vcv,caminar,13,cansado,5.3234257,-73.3942624,1569116071
